ID,post_title,guid
90,D5CE9488-82E0-4CDA-890E-7E39AC939FFA,http://localhost/seramor/wp-content/uploads/2026/04/D5CE9488-82E0-4CDA-890E-7E39AC939FFA.jpg
89,CDE471C8-95F3-4969-8FCA-71B72EDDFB9A,http://localhost/seramor/wp-content/uploads/2026/04/CDE471C8-95F3-4969-8FCA-71B72EDDFB9A.jpg
88,CCFCB046-6705-4A75-8C64-CAB68EA85754,http://localhost/seramor/wp-content/uploads/2026/04/CCFCB046-6705-4A75-8C64-CAB68EA85754.png
87,C9FD5885-759E-45A0-B559-D1E7257CBE6E,http://localhost/seramor/wp-content/uploads/2026/04/C9FD5885-759E-45A0-B559-D1E7257CBE6E.jpg
86,C8CC62D9-8962-4DB4-913D-8A2AA4D2B53C,http://localhost/seramor/wp-content/uploads/2026/04/C8CC62D9-8962-4DB4-913D-8A2AA4D2B53C.jpg
85,C897FFA3-B8B1-4BF4-87DF-818455BB6286,http://localhost/seramor/wp-content/uploads/2026/04/C897FFA3-B8B1-4BF4-87DF-818455BB6286.png
84,C6EFFA22-F030-4ACC-89F4-8B795D2C9D2D,http://localhost/seramor/wp-content/uploads/2026/04/C6EFFA22-F030-4ACC-89F4-8B795D2C9D2D.jpg
83,C6BA6D6F-8119-48B7-8FC7-0EE4542CEB1E,http://localhost/seramor/wp-content/uploads/2026/04/C6BA6D6F-8119-48B7-8FC7-0EE4542CEB1E.jpg
82,C6A506DD-988D-4EB1-A2F9-22F5A0C9BD3D,http://localhost/seramor/wp-content/uploads/2026/04/C6A506DD-988D-4EB1-A2F9-22F5A0C9BD3D.jpg
81,C2D9B038-4A85-43E7-B115-6B756D4F70C6,http://localhost/seramor/wp-content/uploads/2026/04/C2D9B038-4A85-43E7-B115-6B756D4F70C6.jpg
80,BB5BC6F0-B86B-4756-93D7-6CAC2E8FE91C,http://localhost/seramor/wp-content/uploads/2026/04/BB5BC6F0-B86B-4756-93D7-6CAC2E8FE91C.png
77,B55E99BD-B9EF-49EF-A1DB-A4D22FD3584F,http://localhost/seramor/wp-content/uploads/2026/04/B55E99BD-B9EF-49EF-A1DB-A4D22FD3584F.png
76,B1C18F87-5B61-49BF-8743-8D86649C8738,http://localhost/seramor/wp-content/uploads/2026/04/B1C18F87-5B61-49BF-8743-8D86649C8738.jpg
75,AF109809-D6AD-449F-837F-10077C834DDE,http://localhost/seramor/wp-content/uploads/2026/04/AF109809-D6AD-449F-837F-10077C834DDE.jpg
74,AB788B3C-451C-45F8-A455-CB3D23787FF2,http://localhost/seramor/wp-content/uploads/2026/04/AB788B3C-451C-45F8-A455-CB3D23787FF2.jpg
73,9F204147-27F2-4468-BE52-651149E43481,http://localhost/seramor/wp-content/uploads/2026/04/9F204147-27F2-4468-BE52-651149E43481.jpg
72,94615AC6-395D-4350-B804-7FCD8FB246C6,http://localhost/seramor/wp-content/uploads/2026/04/94615AC6-395D-4350-B804-7FCD8FB246C6.jpg
71,924CB182-C208-461E-BAB1-AA726E973999,http://localhost/seramor/wp-content/uploads/2026/04/924CB182-C208-461E-BAB1-AA726E973999.jpg
70,8FB38906-7923-4CAE-B0A5-043903035B6E,http://localhost/seramor/wp-content/uploads/2026/04/8FB38906-7923-4CAE-B0A5-043903035B6E.png
69,835F0B13-789B-4077-B7EB-AA02CB240BEC,http://localhost/seramor/wp-content/uploads/2026/04/835F0B13-789B-4077-B7EB-AA02CB240BEC.png
68,773C6DCE-1A01-4F3B-B735-A435AD3CF3BF,http://localhost/seramor/wp-content/uploads/2026/04/773C6DCE-1A01-4F3B-B735-A435AD3CF3BF.jpg
67,6CDD74F4-55AF-4C1A-B0FD-83E900CF5BDC,http://localhost/seramor/wp-content/uploads/2026/04/6CDD74F4-55AF-4C1A-B0FD-83E900CF5BDC.jpg
66,6C351FC3-5B2A-4475-8A53-156E0AD93669,http://localhost/seramor/wp-content/uploads/2026/04/6C351FC3-5B2A-4475-8A53-156E0AD93669.jpg
65,631083CF-B4F3-467E-AD3E-1F3667A367F5,http://localhost/seramor/wp-content/uploads/2026/04/631083CF-B4F3-467E-AD3E-1F3667A367F5.jpg
64,"631083CF-B4F3-467E-AD3E-1F3667A367F5 (1)",http://localhost/seramor/wp-content/uploads/2026/04/631083CF-B4F3-467E-AD3E-1F3667A367F5-1.jpg
63,60F6AD9B-23F9-433A-B377-85D15B52E5C0,http://localhost/seramor/wp-content/uploads/2026/04/60F6AD9B-23F9-433A-B377-85D15B52E5C0.jpg
62,6053C048-7DE5-4FA0-A1CB-AAACE04472E2,http://localhost/seramor/wp-content/uploads/2026/04/6053C048-7DE5-4FA0-A1CB-AAACE04472E2.jpg
61,5F09CDB5-F940-4642-AC98-7142AD643AC5,http://localhost/seramor/wp-content/uploads/2026/04/5F09CDB5-F940-4642-AC98-7142AD643AC5.jpg
60,5DA81C71-8DA1-4727-9A0F-83427F77227D,http://localhost/seramor/wp-content/uploads/2026/04/5DA81C71-8DA1-4727-9A0F-83427F77227D.jpg
59,521057BA-805D-4019-A2D2-1111758BBE80,http://localhost/seramor/wp-content/uploads/2026/04/521057BA-805D-4019-A2D2-1111758BBE80.jpg
58,513159CC-5FEA-42B8-8219-8651814AA89D,http://localhost/seramor/wp-content/uploads/2026/04/513159CC-5FEA-42B8-8219-8651814AA89D.png
57,4CDEA4E8-1E51-4188-9FD6-CB19C8E731D4,http://localhost/seramor/wp-content/uploads/2026/04/4CDEA4E8-1E51-4188-9FD6-CB19C8E731D4.png
56,4CD3CFD8-FC14-4A1F-A66D-F0541CC6FE9F,http://localhost/seramor/wp-content/uploads/2026/04/4CD3CFD8-FC14-4A1F-A66D-F0541CC6FE9F.jpg
55,48652EDC-2745-4248-BE17-BB288E2E3DD2,http://localhost/seramor/wp-content/uploads/2026/04/48652EDC-2745-4248-BE17-BB288E2E3DD2.png
54,483E4504-00E3-46C8-B939-EB409809C581,http://localhost/seramor/wp-content/uploads/2026/04/483E4504-00E3-46C8-B939-EB409809C581.jpg
53,43C97DF0-712D-4F52-8FE7-292448A3FE07,http://localhost/seramor/wp-content/uploads/2026/04/43C97DF0-712D-4F52-8FE7-292448A3FE07.jpg
52,433878AD-ADC7-4665-9687-AD1B588E3A64,http://localhost/seramor/wp-content/uploads/2026/04/433878AD-ADC7-4665-9687-AD1B588E3A64.jpg
51,3EC353C9-32E0-48BD-8C9A-E28B151C5FB1,http://localhost/seramor/wp-content/uploads/2026/04/3EC353C9-32E0-48BD-8C9A-E28B151C5FB1.png
50,3BBB4883-6B3F-418B-AF36-CFDEA406F472,http://localhost/seramor/wp-content/uploads/2026/04/3BBB4883-6B3F-418B-AF36-CFDEA406F472.jpg
49,36F2BE66-54B5-4A0A-B401-692BF112198F,http://localhost/seramor/wp-content/uploads/2026/04/36F2BE66-54B5-4A0A-B401-692BF112198F.png
48,338EFF8C-30D3-44A1-9253-65286D790DA3,http://localhost/seramor/wp-content/uploads/2026/04/338EFF8C-30D3-44A1-9253-65286D790DA3.jpg
47,2EEB2527-3174-4AAD-808C-7456FB436500,http://localhost/seramor/wp-content/uploads/2026/04/2EEB2527-3174-4AAD-808C-7456FB436500.jpg
46,2E899211-CE0D-4BF5-8944-8A253D859B72,http://localhost/seramor/wp-content/uploads/2026/04/2E899211-CE0D-4BF5-8944-8A253D859B72.jpg
45,271DB50D-6F84-418F-BCA1-C5FBA82E54D2,http://localhost/seramor/wp-content/uploads/2026/04/271DB50D-6F84-418F-BCA1-C5FBA82E54D2.png
44,25447F3B-E449-40AD-8357-CFFBC9F709C5,http://localhost/seramor/wp-content/uploads/2026/04/25447F3B-E449-40AD-8357-CFFBC9F709C5.png
43,21CDD5C1-5A41-48CC-96C4-B6A92D9C07D5,http://localhost/seramor/wp-content/uploads/2026/04/21CDD5C1-5A41-48CC-96C4-B6A92D9C07D5.jpg
42,213648BF-D391-4C82-89CB-2644B8ED126C,http://localhost/seramor/wp-content/uploads/2026/04/213648BF-D391-4C82-89CB-2644B8ED126C.png
41,10E66A43-B255-42B8-8A3A-10EDDDE9A073,http://localhost/seramor/wp-content/uploads/2026/04/10E66A43-B255-42B8-8A3A-10EDDDE9A073.png
40,0F9E1158-1BA4-4D3C-9E3C-EBD11A9CE6AD,http://localhost/seramor/wp-content/uploads/2026/04/0F9E1158-1BA4-4D3C-9E3C-EBD11A9CE6AD.jpg
39,0EA331C2-EC3F-497E-94A2-42EA2BD1AE92,http://localhost/seramor/wp-content/uploads/2026/04/0EA331C2-EC3F-497E-94A2-42EA2BD1AE92.jpg
38,0C4F3827-C906-4DFD-AE4B-349B19F021DB,http://localhost/seramor/wp-content/uploads/2026/04/0C4F3827-C906-4DFD-AE4B-349B19F021DB.jpg
37,0AAD7DBD-8A33-4190-86EE-7DE3F9E1E12D,http://localhost/seramor/wp-content/uploads/2026/04/0AAD7DBD-8A33-4190-86EE-7DE3F9E1E12D.png
